Carimbo de data/hora;Gênero? ;Idade?;Estado Civil?;Quantos filhos possui?;Qual é o seu grau de escolaridade ?;Qual sua graduação?;Há quanto tempo você é militar?;Na área de qual Distrito Naval você servia antes do curso?;Quantas pessoas residem com você?;Quantas pessoas residem com você contribuem para o orçamento familiar?;Quantas pessoas não residem na mesma casa contribuem para o orçamento?;Até que parcela do orçamento essas pessoas que não residem contribuem?;Você contribui financeiramente com outra pessoa que não mora com você?;Até que parcela do orçamento você contribui  com pessoas que não residem na mesma casa que você?;Quantos cartões de crédito você possui?;Quantas contas bancárias você mantém?;Você investe/poupa parte do seu salário?;Que parte dessa quantia poupada fica em caderneta de poupança?;Por qual motivo você poupa parte do seu salário?;Você tem o hábito de anotar seus gastos?;Você conhece ferramentas que auxiliam no planejamento financeiro pessoal?;Quantas vezes você já deixou de pagar o valor total do cartão de crédito ou utilizou o cheque especial?;Você já pegou algum empréstimo em instituição financeira?;Você tem algum tipo de dívida (empréstimos, financiamentos, rotativo do cartão)?;Qual parte do seu orçamento está comprometido com dívidas acima de 12 meses?;Durante a Infância/adolescência alguém conversou com você sobre poupança, investimentos e demais assuntos ligados às finanças pessoais?;De quantas palestras sobre educação financeira ministradas pela Marinha você já participou?;Onde você adquiriu a maior parte dos seus conhecimentos para gerir o seu dinheiro?;Como você classificaria sua segurança em relação aos seus conhecimentos?
8/4/2018 18:35:44;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;0;0;;1;;1;1;0%;0%;;Não registro;Não;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;3;Da minha experiência prática;Inseguro
8/4/2018 18:38:07;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;0;;0;;0;1;0%;0%;;Não registro;Não;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;0;Em casa com a família;Inseguro
8/4/2018 18:39:59;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;4;3;3;0;;3;20%;1;2;10%;10%;Para certas emergências;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;2;Outro;Acima de 24 meses com prestação em dia.;20%;Não;0;Da minha experiência prática;Moderada
8/4/2018 18:41:51;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;0;;1;1;0%;0%;;Não registro;Não;3;Pagar uma dívida;Acima de 24 meses com prestação em dia.;0%;Não;1;Em casa com a família;Moderada
8/4/2018 18:44:35;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;4;4 ou mais;2;2;10%;2;20%;1;1;20%;20%;Comprar minha casa;Não registro;Conheço mas não utilizo;0;Nunca;Acima de 24 meses com prestação em dia.;0%;Sim;4 ou mais;Em casa com a família;Satisfatório
8/4/2018 18:47:37;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;0;;1;10%;2;1;0%;0%;Outros fins;Diariamente  e analiso para planejar-me;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;30%;Não;0;Da minha experiência prática;Inseguro
8/4/2018 18:49:32;Masculino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;0;0;;0;;2;2;10%;0%;Para certas emergências;Não registro;Sim. Já utilizei por algum tempo;0;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;30%;Sim;1;Em palestras ministradas na Marinha;Satisfatório
8/4/2018 18:51:13;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;3;1;1;0;;1;20%;2;1;10%;0%;Comprar minha casa;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Moderada
8/4/2018 18:53:01;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Marinheiro;Entre 5 e 8 anos;1;1;0;0;;0;;0;1;20%;20%;Comprar minha casa;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Moderada
8/4/2018 18:59:59;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Completo;Cabo;Mais de 10 anos;1;2;1;0;;0;;2;3;0%;0%;Outros fins;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;30%;Sim;0;Da minha experiência prática;Moderada
9/4/2018 11:54:19;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;1;0;0;;0;;1;1;20%;20%;Comprar minha casa, Para certas emergências, Para realizar viagens;Não registro;Não;0;Nunca;Abaixo de 24 meses com prestação em dia;0%;Não;1;Da minha experiência prática;Moderada
9/4/2018 11:57:59;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;2;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Não;3;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;20%;Sim;1;Em casa com a família;Satisfatório
9/4/2018 12:00:55;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;2;0;;2;0%;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Em casa com a família;Inseguro
9/4/2018 12:03:39;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;2;1;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Outro;Acima de 24 meses com dificuldade em liquidar;30%;Não;1;Da minha experiência prática;Inseguro
9/4/2018 12:05:00;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;2;4 ou mais;4 ou mais;0;;0;;1;1;30%;30%;Comprar minha casa;Diariamente  e analiso para planejar-me;Não;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em casa com a família, Em conversa com amigos, Em revistas, livros, TV e rádio, Na internet, Em palestras ministradas na Marinha;Satisfatório
9/4/2018 12:06:33;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;0;0;0;;1;20%;1;1;30%;Mais de 30%;Comprar carro/moto;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;2;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Satisfatório
9/4/2018 12:08:08;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;0;0;;0;;1;1;0%;0%;Para certas emergências;Não registro;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;1;Em casa com a família;Satisfatório
9/4/2018 12:11:25;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;2;0;0;0;;2;50%;1;1;10%;10%;Para certas emergências;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;0;Nunca;Abaixo de 24 meses com dificuldade em liquidar;10%;Não;2;Da minha experiência prática;Moderada
9/4/2018 12:09:35;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;0;;2;1;10%;10%;Para certas emergências;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;1;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;30%;Não;0;Em casa com a família;Satisfatório
9/4/2018 12:18:13;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;2;1;0;0;;3;40%;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;1;Da minha experiência prática;Satisfatório
9/4/2018 12:18:28;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;1;20%;0;1;0%;0%;;Não registro;Não;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;1;Na internet;Inseguro
9/4/2018 12:20:27;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;0;;2;1;0%;0%;;Não registro;Não;2;Pagar uma dívida;Acima de 24 meses com prestação em dia.;20%;Não;0;Da minha experiência prática;Inseguro
9/4/2018 12:22:18;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;3;0;;0;;2;3;10%;0%;Comprar carro/moto;Raramente e não analiso os grupos;Não;4 ou mais;Outro;Acima de 24 meses com prestação em dia.;30%;Não;0;Em revistas, livros, TV e rádio;Inseguro
9/4/2018 12:24:02;Masculino;De 21 a 25 anos;Solteiro (a);1;Especialização;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Outro;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;4 ou mais;Em conversa com amigos;Inseguro
9/4/2018 12:25:49;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;2;4 ou mais;4 ou mais;0;;1;30%;1;1;0%;0%;;Não registro;Conheço mas não utilizo;3;Pagar uma dívida;Abaixo de 24 meses com prestação em dia;0%;Sim;2;Em casa com a família;Moderada
9/4/2018 12:44:54;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;0;0;0;;4 ou mais;25%;0;4 ou mais;0%;0%;;Não registro;Não;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Na internet;Inseguro
9/4/2018 12:46:13;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;0;;0;;2;2;0%;0%;;Diariamente  e analiso para planejar-me;Não;2;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;30%;Não;4 ou mais;Da minha experiência prática;Moderada
9/4/2018 12:47:46;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Especialização;Cabo;Entre 2 e 5 anos;5;1;1;0;;0;;1;1;20%;10%;Comprar minha casa;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;2;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Na internet;Moderada
9/4/2018 12:49:13;Masculino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;2;0;0;;0;;1;2;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Outro;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;2;Em casa com a família;Inseguro
9/4/2018 12:50:38;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;1;0;;0;;2;2;0%;0%;;Não registro;Não;4 ou mais;Comprar carro/moto, Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;2;Em conversa com amigos;Moderada
9/4/2018 12:55:27;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Marinheiro;Entre 2 e 5 anos;1;1;1;0;;0;;3;2;10%;0%;Outros fins;Diariamente  e analiso para planejar-me;Não;3;Nunca;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Da minha experiência prática;Moderada
9/4/2018 12:56:54;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Superior Incompleto;Marinheiro;Entre 2 e 5 anos;1;3;2;0;;0;;2;1;0%;0%;;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;2;Nunca;Abaixo de 24 meses com prestação em dia;10%;Sim;2;Da minha experiência prática;Satisfatório
9/4/2018 12:58:20;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;0;;1;1;10%;10%;Para certas emergências;Raramente e não analiso os grupos;Não;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;2;Em casa com a família;Inseguro
9/4/2018 13:00:00;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;3;0;;0;;1;1;10%;10%;Comprar minha casa, Para certas emergências, Outros fins;Raramente e não analiso os grupos;Não;2;Nunca;Não tenho dívidas pessoais;0%;Sim;3;Em casa com a família, Em palestras ministradas na Marinha;Inseguro
9/4/2018 13:01:22;Masculino;De 21 a 25 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;0;;1;1;30%;10%;Para certas emergências;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;3;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;1;Na internet;Inseguro
9/4/2018 13:03:04;Masculino;De 21 a 25 anos;Solteiro (a);1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;2;4 ou mais;1;0;;0;;1;1;0%;0%;;Raramente e não analiso os grupos;Conheço mas não utilizo;1;Nunca;Não tenho dívidas pessoais;0%;Sim;0;Da minha experiência prática;Moderada
9/4/2018 13:05:19;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;5;3;2;0;;0;;1;1;10%;10%;Outros fins;Não registro;Conheço mas não utilizo;3;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;4 ou mais;Em casa com a família;Inseguro
9/4/2018 13:06:29;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;4 ou mais;0;;0;;1;1;30%;20%;Para realizar viagens;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;2;Em casa com a família, Da minha experiência prática;Satisfatório
9/4/2018 13:09:23;Masculino;De 21 a 25 anos;Separado (a)/Divorciado (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;2;1;0;;1;30%;0;1;10%;10%;Para certas emergências;Não registro;Conheço mas não utilizo;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;2;Em casa com a família;Moderada
9/4/2018 13:11:14;Masculino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;1;0;;1;30%;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Não;4 ou mais;Comprar carro/moto, Outro;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Sim;1;Em casa com a família, Em conversa com amigos, Da minha experiência prática;Moderada
9/4/2018 13:12:35;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;3;2;0;;0;;1;1;10%;10%;Outros fins;Não registro;Conheço mas não utilizo;4 ou mais;Nunca;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Em casa com a família;Moderada
9/4/2018 13:13:48;Masculino;De 21 a 25 anos;Solteiro (a);0;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;1;4 ou mais;2;0;;0;;0;1;0%;0%;Comprar minha casa;Não registro;Não;0;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Não;1;Da minha experiência prática;Inseguro
9/4/2018 13:15:23;Masculino;De 21 a 25 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Marinheiro;Entre 2 e 5 anos;9;2;1;0;;1;30%;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;0;Em aulas na universidade;Excelente
9/4/2018 13:16:53;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;0;0;;0;;1;1;10%;0%;Comprar minha casa;Raramente e não analiso os grupos;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Sim;4 ou mais;Em casa com a família;Inseguro
9/4/2018 13:18:00;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;9;1;1;0;;0;;1;1;0%;0%;;Não registro;Conheço mas não utilizo;0;Comprar carro/moto;Não tenho dívidas pessoais;0%;Sim;2;Em casa com a família, Na internet, Da minha experiência prática;Satisfatório
9/4/2018 13:20:55;Masculino;De 26 a 30 anos;Casado (a)/União Estável;2;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;0;0;;0;;0;1;0%;0%;;Não registro;Conheço mas não utilizo;4 ou mais;Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Sim;2;Em conversa com amigos, Em palestras ministradas na Marinha;Moderada
9/4/2018 13:25:15;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;2;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;4 ou mais;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;4 ou mais;Da minha experiência prática;Inseguro
9/4/2018 13:22:23;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;0;0;;1;10%;1;1;10%;0%;Para certas emergências;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;0;Nunca;Não tenho dívidas pessoais;0%;Sim;4 ou mais;Em revistas, livros, TV e rádio;Moderada
9/4/2018 13:23:34;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Superior Completo;Cabo;Mais de 10 anos;5;1;0;0;;1;10%;1;1;10%;10%;Outros fins;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;0;Comprar carro/moto;Não tenho dívidas pessoais;0%;Não;0;Em aulas na universidade, Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática;Satisfatório
9/4/2018 13:28:12;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;1;1;1;0;;0;;3;2;0%;0%;;Não registro;Não;4 ou mais;Comprar carro/moto, Construir/ comprar a casa própria, Pagar uma dívida, Outro;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;0;Da minha experiência prática;Inseguro
9/4/2018 13:33:52;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;4;1;1;0;;0;;2;2;20%;20%;Comprar minha casa;Não registro;Não;0;Outro;Abaixo de 24 meses com dificuldade em liquidar;0%;Sim;2;Em casa com a família;Moderada
9/4/2018 13:35:22;Masculino;Acima de 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;0;0;0;;1;5%;1;1;0%;0%;;Raramente e não analiso os grupos;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com dificuldade em liquidar;20%;Sim;1;Em casa com a família, Em conversa com amigos, Da minha experiência prática;Satisfatório
9/4/2018 13:36:29;Masculino;Acima de 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;2;2;1;0;;0;;1;1;0%;0%;Para certas emergências;Não registro;Conheço mas não utilizo;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Sim;1;Da minha experiência prática;Moderada
9/4/2018 13:38:42;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;1;1;0;;0;;2;2;0%;0%;Comprar minha casa;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;30%;Não;2;Da minha experiência prática;Satisfatório
9/4/2018 13:39:59;Masculino;Acima de 30 anos;Solteiro (a);1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;2;0;0;;1;;1;1;0%;0%;Comprar minha casa, Comprar carro/moto;Não registro;Não;4 ou mais;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;20%;Não;0;Em revistas, livros, TV e rádio;Moderada
9/4/2018 13:41:25;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;1;0;;1;10%;2;1;30%;10%;Outros fins;Raramente e não analiso os grupos;Conheço mas não utilizo;0;Nunca;Não tenho dívidas pessoais;0%;Não;1;Da minha experiência prática;Excelente
9/4/2018 13:43:07;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Especialização;Cabo;Mais de 10 anos;1;3;1;1;15%;0;;4 ou mais;1;0%;0%;;Diariamente  e analiso para planejar-me;Utilizo e são muito úteis para a minha vida;4 ou mais;Construir/ comprar a casa própria;Não tenho dívidas pessoais;0%;Não;0;Da minha experiência prática;Satisfatório
9/4/2018 13:44:18;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Entre 8 e 10 anos;1;1;1;0;;1;25%;1;1;0%;0%;;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;4 ou mais;Da minha experiência prática;Moderada
9/4/2018 13:45:45;Masculino;De 26 a 30 anos;Casado (a)/União Estável;0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;1;1;0;;0;;1;1;10%;10%;Para certas emergências;Não registro;Conheço mas não utilizo;0;Outro;Não tenho dívidas pessoais;0%;Sim;2;Em casa com a família;Satisfatório
9/4/2018 13:47:04;Masculino;Acima de 30 anos;Casado (a)/União Estável;4 ou mais;Ensino Superior Incompleto;Cabo;Mais de 10 anos;6;4 ou mais;0;0;;2;45%;0;1;0%;0%;Comprar minha casa;Diariamente  e analiso para planejar-me;Sim. Já utilizei por algum tempo;2;Pagar uma dívida;Acima de 24 meses com prestação em dia.;10%;Não;1;Em casa com a família, Em conversa com amigos, Em aulas na universidade, Em revistas, livros, TV e rádio, Na internet, Da minha experiência prática;Satisfatório
9/4/2018 13:48:13;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;3;2;1;;1;40%;1;1;20%;10%;Para certas emergências;Raramente e não analiso os grupos;Não;1;Comprar carro/moto;Acima de 24 meses com dificuldade em liquidar;Mais de 30%;Não;4 ou mais;Da minha experiência prática;Moderada
9/4/2018 13:49:41;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Superior Incompleto;Cabo;Mais de 10 anos;3;2;2;0;;0;;1;1;30%;10%;Comprar minha casa, Comprar carro/moto, Para realizar viagens;Raramente e não analiso os grupos;Sim. Já utilizei por algum tempo;4 ou mais;Comprar carro/moto;Abaixo de 24 meses com prestação em dia;10%;Sim;4 ou mais;Em casa com a família;Satisfatório
9/4/2018 13:50:46;Masculino;De 26 a 30 anos;Solteiro (a);3;Ensino Médio Completo;Cabo;Mais de 10 anos;1;4 ou mais;1;0;;0;;1;1;0%;0%;;Não registro;Não;4 ou mais;Pagar uma dívida;Acima de 24 meses com prestação em dia.;Mais de 30%;Não;3;Em palestras ministradas na Marinha;Moderada
9/4/2018 13:52:28;Masculino;Acima de 30 anos;Casado (a)/União Estável;1;Ensino Médio Completo;Cabo;Mais de 10 anos;2;2;0;0;;0;;1;1;0%;0%;Para certas emergências;Não registro;Não;4 ou mais;Comprar carro/moto;Acima de 24 meses com prestação em dia.;30%;Não;0;Em casa com a família;Inseguro
9/4/2018 13:54:08;Masculino;De 26 a 30 anos;Casado (a)/União Estável;1;Ensino Superior Incompleto;Cabo;Mais de 10 anos;1;2;0;0;;0;;1;1;0%;0%;;Diariamente  e analiso para planejar-me;Conheço mas não utilizo;2;Outro;Não tenho dívidas pessoais;0%;Sim;3;Em casa com a família;Satisfatório
9/4/2018 13:55:24;Masculino;De 26 a 30 anos;Solteiro (a);0;Ensino Médio Completo;Cabo;Mais de 10 anos;1;3;2;0;;0;;0;1;20%;20%;Para certas emergências;Não registro;Conheço mas não utilizo;4 ou mais;Construir/ comprar a casa própria;Acima de 24 meses com prestação em dia.;30%;Sim;3;Em casa com a família;Excelente
